1503960366,2016-04-12,25241,1985
1624580081,2016-04-12,17234,1432
1644430081,2016-04-12,22768,3199
1844505072,2016-04-12,21704,2030
1927972279,2016-04-12,15599,2220
2022484408,2016-04-12,23035,2390
2026352035,2016-04-12,18830,1459
2320127002,2016-04-12,23090,2124
2347167796,2016-04-12,24924,2344
2873212765,2016-04-12,22570,1982
3372868164,2016-04-12,19118,1788
3977333714,2016-04-12,20644,1450
4020332650,2016-04-12,26521,3654
4057192912,2016-04-12,18434,2286
4319703577,2016-04-12,14400,2115
4388161847,2016-04-12,14400,2955
4445114986,2016-04-12,18392,2113
4558609924,2016-04-12,20576,1909
4702921684,2016-04-12,21040,2947
5553957443,2016-04-12,22118,2026
5577150313,2016-04-12,26431,3405
6117666160,2016-04-12,14400,1496
6290855005,2016-04-12,17890,2560
6775888955,2016-04-12,14400,1841
6962181067,2016-04-12,22065,1994
7007744171,2016-04-12,27171,2937
7086361926,2016-04-12,24496,2772
8053475328,2016-04-12,26168,3186
8253242879,2016-04-12,20620,2044
8378563200,2016-04-12,24210,3635
8583815059,2016-04-12,18896,2650
8792009665,2016-04-12,17433,2044
8877689391,2016-04-12,32010,3921
1503960366,2016-04-13,22859,1797
1624580081,2016-04-13,16990,1411
1644430081,2016-04-13,20656,2902
1844505072,2016-04-13,19880,1860
1927972279,2016-04-13,15014,2151
2022484408,2016-04-13,25074,2601
2026352035,2016-04-13,19636,1521
2320127002,2016-04-13,21782,2003
2347167796,2016-04-13,21675,2038
2873212765,2016-04-13,22820,2004
3372868164,2016-04-13,22380,2093
3977333714,2016-04-13,21286,1495
4020332650,2016-04-13,14400,1981
4057192912,2016-04-13,18566,2306
4319703577,2016-04-13,17299,2135
4388161847,2016-04-13,19246,3092
4445114986,2016-04-13,18230,2095
4558609924,2016-04-13,18560,1722
4702921684,2016-04-13,20680,2898
5553957443,2016-04-13,18759,1718
5577150313,2016-04-13,19807,2551
6117666160,2016-04-13,14400,1496
6290855005,2016-04-13,20302,2905
6775888955,2016-04-13,18778,2400
6962181067,2016-04-13,19063,1718
7007744171,2016-04-13,25369,2742
7086361926,2016-04-13,22235,2516
8053475328,2016-04-13,25796,3140
8253242879,2016-04-13,19519,1935
8378563200,2016-04-13,27168,4079
8583815059,2016-04-13,18925,2654
8792009665,2016-04-13,16499,1934
8877689391,2016-04-13,29267,3566
1503960366,2016-04-14,22589,1776
1624580081,2016-04-14,18918,1572
1644430081,2016-04-14,22960,3226
1844505072,2016-04-14,22772,2130
1927972279,2016-04-14,16633,2383
2022484408,2016-04-14,22289,2312
2026352035,2016-04-14,18461,1431
2320127002,2016-04-14,18436,1696
2347167796,2016-04-14,21376,2010
2873212765,2016-04-14,21556,1893
3372868164,2016-04-14,22082,2065
3977333714,2016-04-14,20397,1433
4020332650,2016-04-14,14515,2011
4057192912,2016-04-14,14400,1776
4319703577,2016-04-14,22733,2302
4388161847,2016-04-14,22986,2998
4445114986,2016-04-14,19091,2194
4558609924,2016-04-14,20719,1922
4702921684,2016-04-14,21308,2984
5553957443,2016-04-14,25376,2324
5577150313,2016-04-14,31804,4022
6117666160,2016-04-14,14400,1496
6290855005,2016-04-14,20632,2952
6775888955,2016-04-14,19613,2507
6962181067,2016-04-14,16313,1466
7007744171,2016-04-14,24682,2668
7086361926,2016-04-14,24100,2734
8053475328,2016-04-14,27987,3411
8253242879,2016-04-14,17204,1705
8378563200,2016-04-14,27726,4163
8583815059,2016-04-14,17415,2443
8792009665,2016-04-14,16741,1963
8877689391,2016-04-14,31155,3793
1503960366,2016-04-15,22190,1745
1624580081,2016-04-15,16174,1344
1644430081,2016-04-15,19572,2750
1844505072,2016-04-15,18446,1725
1927972279,2016-04-15,15508,2221
2022484408,2016-04-15,24342,2525
2026352035,2016-04-15,18642,1444
2320127002,2016-04-15,19586,1801
2347167796,2016-04-15,22681,2133
2873212765,2016-04-15,23496,2063
3372868164,2016-04-15,20404,1908
3977333714,2016-04-15,20899,1468
4020332650,2016-04-15,21440,2951
4057192912,2016-04-15,12240,1527
4319703577,2016-04-15,19596,1985
4388161847,2016-04-15,23513,3066
4445114986,2016-04-15,21719,2496
4558609924,2016-04-15,22863,2121
4702921684,2016-04-15,20676,2896
5553957443,2016-04-15,24611,2254
5577150313,2016-04-15,31660,4005
6117666160,2016-04-15,27568,2865
6290855005,2016-04-15,20240,2896
6775888955,2016-04-15,16644,2127
6962181067,2016-04-15,19582,1756
7007744171,2016-04-15,19409,2098
7086361926,2016-04-15,21166,2395
8053475328,2016-04-15,28013,3410
8253242879,2016-04-15,16462,1632
8378563200,2016-04-15,24348,3666
8583815059,2016-04-15,15742,2505
8792009665,2016-04-15,17137,2009
8877689391,2016-04-15,32217,3934
1503960366,2016-04-16,23694,1863
1624580081,2016-04-16,17614,1463
1644430081,2016-04-16,24860,3493
1844505072,2016-04-16,17716,1657
1927972279,2016-04-16,14400,2064
2022484408,2016-04-16,20984,2177
2026352035,2016-04-16,17724,1373
2320127002,2016-04-16,18742,1724
2347167796,2016-04-16,28392,2670
2873212765,2016-04-16,24484,2148
3372868164,2016-04-16,20401,1908
3977333714,2016-04-16,23126,1625
4020332650,2016-04-16,22186,3051
4319703577,2016-04-16,18607,1884
4388161847,2016-04-16,23564,3073
4445114986,2016-04-16,18973,2180
4558609924,2016-04-16,21451,1997
4702921684,2016-04-16,23716,3328
5553957443,2016-04-16,19990,1831
5577150313,2016-04-16,33785,4274
6117666160,2016-04-16,27215,2828
6290855005,2016-04-16,19454,2783
6775888955,2016-04-16,17404,2225
6962181067,2016-04-16,24118,2173
7007744171,2016-04-16,19203,2076
7086361926,2016-04-16,14449,1635
8053475328,2016-04-16,23554,2867
8253242879,2016-04-16,18973,1880
8378563200,2016-04-16,22398,3363
8583815059,2016-04-16,14400,2693
8792009665,2016-04-16,14679,1721
8877689391,2016-04-16,37117,4547
1503960366,2016-04-17,21972,1728
1624580081,2016-04-17,18706,1554
1644430081,2016-04-17,21426,3011
1844505072,2016-04-17,19172,1793
1927972279,2016-04-17,14402,2063
2022484408,2016-04-17,26814,2782
2026352035,2016-04-17,15675,1214
2320127002,2016-04-17,20140,1852
2347167796,2016-04-17,20015,1882
2873212765,2016-04-17,17420,1529
3372868164,2016-04-17,21003,1964
3977333714,2016-04-17,21769,1529
4020332650,2016-04-17,14457,1990
4319703577,2016-04-17,14460,1464
4388161847,2016-04-17,19724,2572
4445114986,2016-04-17,16808,1933
4558609924,2016-04-17,22775,2117
4702921684,2016-04-17,24232,3394
5553957443,2016-04-17,15260,1397
5577150313,2016-04-17,36024,4552
6117666160,2016-04-17,21416,2225
6290855005,2016-04-17,22164,3171
6775888955,2016-04-17,16169,2067
6962181067,2016-04-17,22621,2027
7007744171,2016-04-17,22045,2383
7086361926,2016-04-17,14400,1629
8053475328,2016-04-17,26388,3213
8253242879,2016-04-17,21304,2112
8378563200,2016-04-17,17130,2572
8583815059,2016-04-17,14400,2439
8792009665,2016-04-17,14400,1688
8877689391,2016-04-17,28959,3545
1503960366,2016-04-18,24433,1921
1624580081,2016-04-18,19308,1604
1644430081,2016-04-18,19972,2806
1844505072,2016-04-18,19384,1814
1927972279,2016-04-18,14736,2111
2022484408,2016-04-18,26702,2770
2026352035,2016-04-18,18308,1419
2320127002,2016-04-18,20708,1905
2347167796,2016-04-18,20674,1944
2873212765,2016-04-18,21521,1890
3372868164,2016-04-18,21534,2014
3977333714,2016-04-18,22547,1584
4020332650,2016-04-18,14505,1995
4319703577,2016-04-18,16152,1632
4388161847,2016-04-18,25102,3274
4445114986,2016-04-18,19561,2248
4558609924,2016-04-18,22756,2116
4702921684,2016-04-18,21516,3013
5553957443,2016-04-18,18376,1683
5577150313,2016-04-18,28681,3625
6117666160,2016-04-18,19426,2018
6290855005,2016-04-18,19332,2766
6775888955,2016-04-18,21887,2798
6962181067,2016-04-18,22788,2039
7007744171,2016-04-18,26197,2832
7086361926,2016-04-18,24244,2743
8053475328,2016-04-18,25734,3133
8253242879,2016-04-18,18449,1829
8378563200,2016-04-18,27690,4157
8583815059,2016-04-18,17816,2536
8792009665,2016-04-18,14400,1688
8877689391,2016-04-18,22528,2761
1503960366,2016-04-19,25883,2035
1624580081,2016-04-19,17274,1435
1644430081,2016-04-19,23158,3300
1844505072,2016-04-19,14604,1366
1927972279,2016-04-19,14400,2063
2022484408,2016-04-19,23980,2489
2026352035,2016-04-19,17496,1356
2320127002,2016-04-19,19692,1811
2347167796,2016-04-19,24942,2346
2873212765,2016-04-19,22281,1956
3372868164,2016-04-19,21232,1985
3977333714,2016-04-19,23211,1638
4020332650,2016-04-19,14400,1980
4319703577,2016-04-19,21765,2200
4388161847,2016-04-19,23116,3015
4445114986,2016-04-19,17003,1954
4558609924,2016-04-19,20170,1876
4702921684,2016-04-19,20080,2812
5553957443,2016-04-19,24936,2284
5577150313,2016-04-19,27708,3501
6117666160,2016-04-19,25081,2606
6290855005,2016-04-19,19842,2839
6775888955,2016-04-19,14400,1841
6962181067,2016-04-19,22830,2046
7007744171,2016-04-19,25999,2812
7086361926,2016-04-19,26017,2944
8053475328,2016-04-19,25580,3114
8253242879,2016-04-19,17788,1763
8378563200,2016-04-19,27252,4092
8583815059,2016-04-19,19029,2668
8792009665,2016-04-19,14400,1688
8877689391,2016-04-19,30057,3676
1503960366,2016-04-20,22716,1786
1624580081,2016-04-20,17402,1446
1644430081,2016-04-20,17294,2430
1844505072,2016-04-20,14422,1349
1927972279,2016-04-20,14400,2063
2022484408,2016-04-20,27920,2897
2026352035,2016-04-20,21509,1667
2320127002,2016-04-20,20898,1922
2347167796,2016-04-20,23371,2198
2873212765,2016-04-20,23940,2094
3372868164,2016-04-20,19972,1867
3977333714,2016-04-20,22125,1554
4020332650,2016-04-20,14400,1980
4319703577,2016-04-20,21904,2220
4388161847,2016-04-20,23638,3083
4445114986,2016-04-20,17178,1974
4558609924,2016-04-20,19234,1788
4702921684,2016-04-20,21854,3061
5553957443,2016-04-20,17140,1570
5577150313,2016-04-20,25263,3192
6117666160,2016-04-20,24403,2536
6290855005,2016-04-20,18876,2701
6775888955,2016-04-20,29154,3727
6962181067,2016-04-20,24189,2174
7007744171,2016-04-20,28637,3096
7086361926,2016-04-20,26481,2997
8053475328,2016-04-20,24996,3043
8253242879,2016-04-20,19482,1931
8378563200,2016-04-20,25220,3787
8583815059,2016-04-20,18878,2647
8792009665,2016-04-20,18664,2188
8877689391,2016-04-20,30144,3679
1503960366,2016-04-21,22577,1775
1624580081,2016-04-21,17650,1467
1644430081,2016-04-21,15232,2140
1844505072,2016-04-21,22046,2062
1927972279,2016-04-21,14407,2064
2022484408,2016-04-21,30438,3158
2026352035,2016-04-21,17683,1370
2320127002,2016-04-21,17510,1610
2347167796,2016-04-21,21782,2048
2873212765,2016-04-21,22529,1970
3372868164,2016-04-21,22711,2124
3977333714,2016-04-21,19871,1397
4020332650,2016-04-21,14400,1980
4319703577,2016-04-21,15092,1792
4388161847,2016-04-21,23534,3069
4445114986,2016-04-21,18679,2150
4558609924,2016-04-21,26738,2486
4702921684,2016-04-21,19486,2729
5553957443,2016-04-21,22559,2066
5577150313,2016-04-21,31800,4018
6117666160,2016-04-21,22772,4900
6290855005,2016-04-21,14400,2060
6775888955,2016-04-21,14400,1841
6962181067,2016-04-21,24315,2179
7007744171,2016-04-21,25560,2763
7086361926,2016-04-21,21769,2463
8053475328,2016-04-21,25469,3103
8253242879,2016-04-21,22374,2218
8378563200,2016-04-21,28210,4236
8583815059,2016-04-21,20557,2883
8792009665,2016-04-21,14672,1720
8877689391,2016-04-21,30101,3659
1503960366,2016-04-22,23242,1827
1624580081,2016-04-22,17700,1470
1644430081,2016-04-22,16682,2344
1844505072,2016-04-22,19536,1827
1927972279,2016-04-22,14612,2093
2022484408,2016-04-22,25431,2638
2026352035,2016-04-22,18053,1399
2320127002,2016-04-22,20130,1851
2347167796,2016-04-22,20691,1946
2873212765,2016-04-22,22304,2241
3372868164,2016-04-22,17850,1669
3977333714,2016-04-22,21081,1481
4020332650,2016-04-22,14400,1980
4319703577,2016-04-22,18666,1886
4388161847,2016-04-22,27171,3544
4445114986,2016-04-22,21159,2432
4558609924,2016-04-22,22524,2094
4702921684,2016-04-22,16004,2241
5553957443,2016-04-22,22975,2105
5577150313,2016-04-22,25987,3329
6117666160,2016-04-22,23186,2409
6290855005,2016-04-22,19540,2796
6775888955,2016-04-22,15039,1922
6962181067,2016-04-22,23281,2086
7007744171,2016-04-22,26725,2889
7086361926,2016-04-22,25129,2846
8053475328,2016-04-22,21808,2655
8253242879,2016-04-22,16654,1651
8378563200,2016-04-22,26936,4044
8583815059,2016-04-22,20994,2944
8792009665,2016-04-22,20634,2419
8877689391,2016-04-22,28073,3427
1503960366,2016-04-23,24786,1949
1624580081,2016-04-23,18808,1562
1644430081,2016-04-23,19052,2677
1844505072,2016-04-23,17582,1645
1927972279,2016-04-23,17444,2499
2022484408,2016-04-23,19940,2069
2026352035,2016-04-23,24718,1916
2320127002,2016-04-23,19612,1804
2347167796,2016-04-23,27953,2629
2873212765,2016-04-23,23111,2021
3372868164,2016-04-23,21335,1995
3977333714,2016-04-23,23321,1638
4020332650,2016-04-23,14400,1980
4319703577,2016-04-23,19245,1945
4388161847,2016-04-23,25354,3306
4445114986,2016-04-23,18753,2149
4558609924,2016-04-23,22352,2085
4702921684,2016-04-23,26356,3691
5553957443,2016-04-23,19391,1776
5577150313,2016-04-23,24937,3152
6117666160,2016-04-23,25502,2651
6290855005,2016-04-23,18624,2664
6775888955,2016-04-23,14400,1841
6962181067,2016-04-23,28667,2571
7007744171,2016-04-23,21130,2284
7086361926,2016-04-23,17351,1965
8053475328,2016-04-23,29196,3554
8253242879,2016-04-23,21511,2132
8378563200,2016-04-23,19372,2908
8583815059,2016-04-23,21472,3012
8792009665,2016-04-23,23434,2748
8877689391,2016-04-23,31809,3891
1503960366,2016-04-24,22746,1788
1624580081,2016-04-24,19460,1617
1644430081,2016-04-24,17176,2413
1844505072,2016-04-24,14400,1347
1927972279,2016-04-24,16227,2324
2022484408,2016-04-24,24378,2529
2026352035,2016-04-24,18080,1401
2320127002,2016-04-24,18752,1725
2347167796,2016-04-24,23247,2187
2873212765,2016-04-24,21696,1898
3372868164,2016-04-24,20544,1921
3977333714,2016-04-24,23557,1655
4020332650,2016-04-24,14400,1980
4319703577,2016-04-24,18607,1880
4388161847,2016-04-24,22120,2885
4445114986,2016-04-24,19608,2247
4558609924,2016-04-24,23246,2173
4702921684,2016-04-24,25262,3538
5553957443,2016-04-24,16457,1507
5577150313,2016-04-24,34758,4392
6117666160,2016-04-24,22180,2305
6290855005,2016-04-24,18894,2703
6775888955,2016-04-24,16060,2053
6962181067,2016-04-24,19015,1705
7007744171,2016-04-24,24668,2667
7086361926,2016-04-24,18107,2049
8053475328,2016-04-24,29379,3577
8253242879,2016-04-24,19934,1976
8378563200,2016-04-24,18258,2741
8583815059,2016-04-24,20602,2889
8792009665,2016-04-24,15349,1799
8877689391,2016-04-24,28242,3455
1503960366,2016-04-25,25596,2013
1624580081,2016-04-25,17960,1492
1644430081,2016-04-25,17772,2497
1844505072,2016-04-25,14400,1347
1927972279,2016-04-25,14650,2100
2022484408,2016-04-25,23805,2470
2026352035,2016-04-25,20345,1576
2320127002,2016-04-25,17982,1654
2347167796,2016-04-25,22275,2095
2873212765,2016-04-25,21808,1907
3372868164,2016-04-25,21498,2010
3977333714,2016-04-25,22316,1570
4020332650,2016-04-25,14400,1980
4319703577,2016-04-25,22893,2314
4388161847,2016-04-25,25216,3288
4445114986,2016-04-25,18071,2070
4558609924,2016-04-25,23839,2225
4702921684,2016-04-25,21848,3064
5553957443,2016-04-25,22195,2033
5577150313,2016-04-25,26704,3374
6117666160,2016-04-25,14400,1497
6290855005,2016-04-25,19368,2771
6775888955,2016-04-25,19417,2484
6962181067,2016-04-25,24412,2194
7007744171,2016-04-25,28260,3055
7086361926,2016-04-25,24320,2752
8053475328,2016-04-25,27954,3403
8253242879,2016-04-25,19256,1909
8378563200,2016-04-25,26674,4005
8583815059,2016-04-25,18166,2547
8792009665,2016-04-25,14400,1688
8877689391,2016-04-25,31091,3802
1503960366,2016-04-26,25056,1970
1624580081,2016-04-26,16874,1402
1644430081,2016-04-26,22224,3123
1844505072,2016-04-26,14400,1347
1927972279,2016-04-26,18416,2638
2022484408,2016-04-26,26918,2793
2026352035,2016-04-26,20582,1595
2320127002,2016-04-26,17748,1632
2347167796,2016-04-26,19787,1861
2873212765,2016-04-26,21532,1882
3372868164,2016-04-26,21993,2057
3977333714,2016-04-26,22085,1551
4020332650,2016-04-26,14400,1980
4319703577,2016-04-26,22122,2236
